,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,48.13333333333333,49.266666666666666,141.06666666666666,275.46666666666664,291.06666666666666,334.6,511.26666666666665,456.4,593.7333333333333,626.9333333333333,607.0,612.4666666666667,672.6666666666666,669.7333333333333,793.5333333333333,818.8666666666667,780.7333333333333,799.1333333333333,896.6666666666666,844.4666666666667,979.5333333333333,882.8,955.4,941.5333333333333,903.0666666666667,966.0,949.0,983.4666666666667,950.6,983.0666666666667,979.3333333333334,924.8666666666667,984.6,996.4666666666667,964.9333333333333,993.2,998.0666666666667,1000.0,975.9333333333333,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
20,27.866666666666667,27.8,85.53333333333333,129.2,171.73333333333332,225.13333333333333,247.0,293.93333333333334,308.26666666666665,362.1333333333333,399.26666666666665,412.8,428.93333333333334,441.2,502.26666666666665,504.53333333333336,564.0,622.0,624.5333333333333,626.6,622.4,598.3333333333334,670.8,685.0666666666667,735.0,716.9333333333333,819.8,668.3333333333334,749.0,813.4666666666667,857.3333333333334,835.7333333333333,875.4666666666667,844.4666666666667,867.2666666666667,932.2666666666667,875.2,858.8666666666667,897.2,859.6,887.8,892.0,953.6666666666666,896.9333333333333,877.2666666666667,995.3333333333334,941.0666666666667,982.0,954.7333333333333,981.8666666666667,902.6,1000.0,987.6,1000.0,985.4666666666667,984.5333333333333,970.4666666666667,967.0,960.8,1000.0,952.3333333333334,1000.0,1000.0,1000.0,986.2,1000.0,1000.0,1000.0,1000.0,990.2666666666667,976.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,971.4666666666667,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
30,56.266666666666666,55.733333333333334,63.8,89.46666666666667,119.46666666666667,155.8,181.06666666666666,184.8,227.8,240.0,281.0,282.2,333.0,388.26666666666665,372.4,400.4,459.6,525.6,463.6666666666667,479.1333333333333,499.3333333333333,484.26666666666665,538.3333333333334,520.6,618.7333333333333,596.4,615.0666666666667,602.4666666666667,575.5333333333333,692.8,685.7333333333333,692.3333333333334,764.2,655.4666666666667,726.6,683.2,776.2666666666667,719.4666666666667,733.5333333333333,784.8,719.3333333333334,749.3333333333334,787.8666666666667,815.4,794.6,733.4666666666667,833.8,852.7333333333333,863.2666666666667,878.7333333333333,862.6,797.4,861.6,869.6666666666666,775.6,878.2666666666667,908.4,865.9333333333333,928.6666666666666,948.2,923.8666666666667,922.4666666666667,915.2,919.0666666666667,899.0666666666667,982.3333333333334,912.0,941.6666666666666,968.4666666666667,970.2,975.7333333333333,939.8666666666667,972.6,974.3333333333334,971.9333333333333,973.6666666666666,950.0666666666667,956.0,1000.0,908.3333333333334,997.8,930.6,1000.0,958.4,1000.0,1000.0,1000.0,967.6,998.7333333333333,975.0666666666667,975.5333333333333,974.8666666666667,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
40,115.33333333333333,114.46666666666667,125.66666666666667,127.6,134.6,141.13333333333333,159.33333333333334,177.2,188.0,197.33333333333334,227.0,270.6666666666667,273.46666666666664,292.4,311.0,343.2,320.3333333333333,354.06666666666666,355.53333333333336,404.8666666666667,445.4,440.06666666666666,390.6,424.46666666666664,499.06666666666666,446.8,521.4,512.0,548.6,568.3333333333334,555.7333333333333,580.8,593.8,588.8,510.6,684.7333333333333,620.6,654.2,706.7333333333333,715.1333333333333,685.7333333333333,684.0666666666667,718.9333333333333,725.7333333333333,782.6666666666666,793.3333333333334,855.7333333333333,777.1333333333333,733.3333333333334,826.7333333333333,793.5333333333333,749.6,815.1333333333333,853.1333333333333,826.8,798.5333333333333,826.8,910.6,875.5333333333333,877.2666666666667,810.6,878.9333333333333,940.5333333333333,882.8666666666667,938.6,900.0666666666667,911.5333333333333,890.4,901.0,905.0666666666667,923.4666666666667,874.8,933.4666666666667,899.1333333333333,976.1333333333333,936.1333333333333,916.6666666666666,988.5333333333333,914.2,963.8666666666667,927.6666666666666,936.6,864.6,993.1333333333333,979.5333333333333,989.4,976.6666666666666,1000.0,1000.0,1000.0,972.4666666666667,992.5333333333333,986.1333333333333,985.7333333333333,990.6666666666666,968.6666666666666,927.0666666666667,979.9333333333333,1000.0,1000.0
