0,1,2,3,4,5,6,7,8,9
2.66,2.24,1.3,0.04,0.0,0.0,0.0,0.0,0.0,0.0
2.1,2.18,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.18,2.16,0.92,0.04,0.0,0.0,0.0,0.0,0.0,0.0
1.9,2.68,0.46,0.02,0.0,0.0,0.0,0.0,0.0,0.0
3.16,2.4,1.4,0.18,0.0,0.0,0.0,0.0,0.0,0.0
2.24,2.66,1.6,0.14,0.02,0.0,0.0,0.0,0.0,0.0
2.28,3.14,0.64,0.14,0.0,0.0,0.0,0.0,0.0,0.0
3.14,2.06,1.5,0.26,0.02,0.0,0.0,0.0,0.0,0.0
3.44,2.1,0.84,0.08,0.0,0.0,0.0,0.0,0.0,0.0
2.88,2.68,1.28,0.18,0.0,0.0,0.0,0.0,0.0,0.0
