0,1,2,3,4,5,6,7,8,9
3.32,6.64,10.919999999999998,8.840000000000003,2.1200000000000045,2.9599999999999937,0.04000000000000625,0.0,0.0,0.0
3.0799999999999996,6.959999999999999,15.12,10.479999999999997,4.160000000000004,1.9200000000000017,0.0799999999999983,0.0,0.0,0.0
2.2800000000000002,5.200000000000001,12.160000000000002,13.16,4.800000000000004,2.6799999999999997,0.44000000000001194,0.0,0.0,0.0
2.36,7.200000000000001,13.200000000000001,7.600000000000001,2.0,0.11999999999999744,0.5600000000000023,0.0,0.0,0.0
3.72,7.6,12.52,9.399999999999999,2.0799999999999983,0.480000000000004,0.6400000000000006,0.0,0.0,0.0
3.1599999999999997,7.76,13.24,5.32,0.9199999999999946,0.6799999999999997,0.0,0.0,0.0,0.0
2.7600000000000002,5.999999999999999,15.88,11.04,1.240000000000002,0.35999999999999943,0.0,0.0,0.0,0.0
3.4400000000000004,9.92,10.68,6.84,1.759999999999998,0.720000000000006,0.0,0.0,0.0,0.0
2.5599999999999996,6.680000000000001,6.760000000000002,6.360000000000003,1.1600000000000037,0.28000000000000114,0.0,0.0,0.0,0.0
3.4400000000000004,1.0399999999999991,0.4800000000000004,0.5600000000000023,0.0799999999999983,0.0,0.0,0.0,0.0,0.0
